author	place	region		
РФ	1	Россия	Россия		
РФ-этосамоеглавное.	1	Россия	Россия		
ЮгРоссии	1	Россия	Россия		
Россия--Туркменистан	1	Россия, Туркменистан	Россия, Туркменистан		
Азов	2	Азов	Ростовская область		
Батайск	3	Батайск	Ростовская область		
БелаяКалитва	1	Белая Калитва	Ростовская область		
Волгодонск	6	Волгодноск	Ростовская область		
Гуково	1	Гуково	Ростовская область		
гуково	1	Гуково	Ростовская область		
Зерноград	1	Зерноград	Ростовская область		
Каменск-Шахтинский	1	Каменск-Шахтинский	Ростовская область		
ст.Кущёвская	1	Кущевская	Ростовская область		
Миллерово	1	Миллерово	Ростовская область		
Moscow/RnD//Bonn	1	Москва, Ростов-на-Дону	Ростовская область		
Москва/Ростов-на-Дону	1	Москва, Ростов-на-Дону	Ростовская область		
Москва-РостовГлавный	1	Москва, Ростов-на-Дону	Ростовская область		
Москва-Ростов-на-Дону	1	Москва, Ростов-на-Дону	Ростовская область		
Moscow-Taganrog	1	Москва, Таганрог	Ростовская область		
новочеркасск	1	Новочеркасск	Ростовская область		
Новочеркасск	13	Новочеркасск	Ростовская область		
Новошахтинск	1	Новошахтинск	Ростовская область		
RND	2	Ростов-на-Дону	Ростовская область		
rostov_on_don	1	Ростов-на-Дону	Ростовская область		
RostovDon	1	Ростов-на-Дону	Ростовская область		
Rostov-na-Donu	4	Ростов-на-Дону	Ростовская область		
RostovonDon	3	Ростов-на-Дону	Ростовская область		
Rostov-On-Don	1	Ростов-на-Дону	Ростовская область		
Rostov-on-Don	54	Ростов-на-Дону	Ростовская область		
г.Ростов-на-Дону	1	Ростов-на-Дону	Ростовская область		
Р-н/Д	1	Ростов-на-Дону	Ростовская область		
РнД	1	Ростов-на-Дону	Ростовская область		
Роств-на-Дону	1	Ростов-на-Дону	Ростовская область		
ростов.на.дону	1	Ростов-на-Дону	Ростовская область		
Ростов/Москва	1	Ростов-на-Дону	Ростовская область		
Ростов-на-Доне	1	Ростов-на-Дону	Ростовская область		
РостовнаДону	2	Ростов-на-Дону	Ростовская область		
Ростов-наДону	3	Ростов-на-Дону	Ростовская область		
ростов-на-дону	2	Ростов-на-Дону	Ростовская область		
Ростов-на-Дону	294	Ростов-на-Дону	Ростовская область		
Ростов-на-Дону/Москва	1	Ростов-на-Дону	Ростовская область		
Ростов-на-Дону\Rostov-on-Don	1	Ростов-на-Дону	Ростовская область		
Ростов-на-Дону--Москва	1	Ростов-на-Дону	Ростовская область		
Ростов-на-дыму	1	Ростов-на-Дону	Ростовская область		
росто-на-дону	1	Ростов-на-Дону	Ростовская область		
КаменоломниРостовская	1	Ростовская область	Ростовская область		
